//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
AdmiralBrickell Level 19 Description,"Tactique navale affecte toutes les tours aquatiques, où qu'elles soient."
AdmiralBrickell Level 20 Description,Méga mine inflige des dégâts massivement accrus et étourdit plus longtemps.
btd6_moremoneypack,Pack plus d'argent
btd6_moremoneypack Description,"Tous les pouvoirs adaptés pour gagner de l'argent rapidement - 20 livraisons d'argent, 5 singes fermiers et 5 expansions ! Disponible uniquement pour une durée limitée !"
HeroesQuincyCyberQuincyPlacementFireworksName,Placement et amélioration de Cyber Quincy feu d'artifice
HeroesQuincyCyberQuincyPlacementFireworksDescription,Tout le monde sait qu'il y a des étincelles quand Quincy débarque. Cyber Quincy uniquement
HeroesAdoraPlacementSunbeamName,Placement et amélioration d'Adora rayon de soleil
HeroesAdoraPlacementSunbeamDescription,Adora mérite sans aucun doute une entrée radieuse. Adora originelle uniquement
HeroesChurchillPlacementTankDropName,Placement et amélioration de Churchill largage de tank
HeroesChurchillPlacementTankDropDescription,Rien de tel que 65 tonnes de Churchill prodigieux qui s'abattent sur la bataille. Churchill originel uniquement
HeroesBenjamminDJSkinPlacementPartyLightsName,Placement et amélioration de DJ Benjammin lumières de fête
HeroesBenjamminDJSkinPlacementPartyLightsDescription,Un DJ ne passe à l'action que quand les lumières de fête sont à bloc. DJ Benjammin uniquement
HeroesStrikerJonesPlacementParadropName,Placement et amélioration de Striker Jones largage parachuté
HeroesStrikerJonesPlacementParadropDescription,Tous les soldats singes les plus cools arrivent en parachute. Striker Jones originel uniquement
HeroesQuincyPetDadOfQuincyName,Compagnon Père de Quincy
HeroesQuincyPetDadOfQuincyDescription,Fils de Quincy n'est pas lui-même sans Père de Quincy. Quincy originel uniquement
HeroesGwendolinPetFirefoxName,Compagnon Panda roux de Gwendolin
HeroesGwendolinPetFirefoxDescription,Cet adorable panda roux n'est jamais bien loin de Gwen. Gwendolin originelle uniquement
BloonsMOABSkinFootballName,MOAB foot américain
BloonsMOABSkinFootballDescription,Les MOAB ont peut-être l'air plus faciles à intercepter quand ils ressemblent à des ballons de foot américain
BloonsBFBSkinPizzaName,BFB pizza
BloonsBFBSkinPizzaDescription,Pas besoin de pubs sur dirigeable quand on a BFB en pizza
BloonsZOMGSkinWatermelonName,ZOMG pastèque
BloonsZOMGSkinWatermelonDescription,Donne encore plus envie de l'éclater pour l'ouvrir
BloonsMOABSkinMaulerName,MOAB mutilateur
BloonsMOABSkinMaulerDescription,"Si tu ne peux pas les battre, rejoins-les"
BloonsMOABSkinPufferFishName,MOAB poisson-globe
BloonsMOABSkinPufferFishDescription,Le MOAB poisson-globe est tout gonflé et prêt à se faire éclater
BloonsAllBloonsDecalGooglyEyesName,Bloons aux yeux exorbités
BloonsAllBloonsDecalGooglyEyesDescription,Les yeux exorbités vont parfaitement aux Bloons normaux et de classe MOAB
BloonsDDTSkinSharkName,DDT requin
BloonsDDTSkinSharkDescription,"Tu sais qu'il va te tuer de toute manière, alors autant que le DDT ait l'apparence adaptée"
BloonsAllBloonsPopsConfettiName,Effet explosion de confettis
BloonsAllBloonsPopsConfettiDescription,Tes singes aiment encore plus leur boulot quand ils peuvent profiter d'effets spéciaux de confettis
BloonsBADSkinPinataName,BAD pinata
BloonsBADSkinPinataDescription,"Rien de plus terrifiant qu'une énorme pinata violette, avec son effet spécial de bonbons crépitants"
CoopEmoteAnimationDiscoBallName,Animation de boule disco
CoopEmoteAnimationDiscoBallDescription,Largue une boule disco pour faire scintiller n'importe quelle partie coop. Aucun effet sur le gameplay mais DJ Benjammin adore
CoopEmoteAnimationConfettiName,Animation de canon à confettis
CoopEmoteAnimationConfettiDescription,Fait feu avec un canon à confettis pendant n'importe quelle partie coop. Aucun effet sur le gameplay. Les singes sont secrètement plus heureux.
CoopEmoteTextAmazingName,Émoticône de texte Sensass
CoopEmoteTextAmazingDescription,"Dis aux autres joueurs coop que ce qu'ils ont fait était Sensass, ou que ce que tu viens de faire était Sensass et qu'ils devraient s'estimer heureux que tu leur fasses don de ta présence"
CoopEmoteTextPerfectTimingName,Émoticône de texte Timing parfait
CoopEmoteTextPerfectTimingDescription,Crie au Timing parfait quand un coup génial vient d'être effectué ! De nombreuses opportunités d'utilisation ironique existent
CoopEmoteAnimationSirenName,Effet son de sirène
CoopEmoteAnimationSirenDescription,Allume les sirènes pour signifier à tes coéquipiers en coop une catastrophe imminente ! Ou que tu dois aller te faire un sandwich
CoopEmoteAnimationLoveHeartsName,Animation de cœurs
CoopEmoteAnimationLoveHeartsDescription,Rien n'exprime mieux aux autres joueurs que tu les aimes qu'une animation d'une pluie de cœurs flottants. Aucun effet sur le gameplay
CoopEmoteIconNoCashDropsName,Émoticône Pas de livraisons d'argent
CoopEmoteIconNoCashDropsDescription,"Pour les fois où tu ne veux vraiment, vraiment pas les livraisons d'argent de début de partie. Sinon, utilise-le quand c'est le Jour des contraires pour les avoir"
CoopEmoteTextWhyName,Émoticône de texte Pourquoi ?!
CoopEmoteTextWhyDescription,"Parce que parfois, même si tu fais tout pour ne pas le faire, il faut que tu le demandes"
CoopEmoteSoundAirhornName,Effet sonore corne de brume
CoopEmoteSoundAirhornDescription,"En fait, il n'y a pas de bonne raison d'inclure ceci. Il n'y a que des mauvaises raisons, mais ça pourrait quand même être amusant..."
CoopEmoteTextAllIsFineName,Émoticône de texte Tout va bien
CoopEmoteTextAllIsFineDescription,Il y a tellement de situations dans lesquelles tu peux faire apparaître celui-ci et faire une capture d'écran - même plus besoin de générateur de mèmes
CoopEmoteIconStopName,Émoticône Stop
CoopEmoteIconStopDescription,"L'animation du gros octogone rouge te donne une manière de dire stop aux Bloons, ou aux choix peu inspirés dans le jeu"
CoopEmoteIconDangerName,Émoticône Danger
CoopEmoteIconDangerDescription,"Un panneau Danger animé pour avertir de choses effrayantes, y compris des choix discutables faits par des coéquipiers"
GameUIUpgradesDisplayNamedMonkeysName,Noms de singes
GameUIUpgradesDisplayNamedMonkeysDescription,Nomme un singe de chaque type de tour de singe ! Le premier de tout type placé aura ce nom et enregistrera ses stats au fil de sa vie ! Change le nom des singes dans Améliorations et consulte tes stats via le Profil du menu.
TrophyHeader,Boutique de trophées
TrophyTabHeroes,Héros
TrophyTabMonkeys,Singes
TrophyTabBloons,Bloons
TrophyTabCoop,Coop
TrophyTabGameUI,Jeu et IU
TrophyTabFeatured,En vedette
TrophyTabInventory,Inventaire
TrophyTrophiesEarned,Trophées obtenus :
Naval Tactics Ability,Tactique navale
Naval Tactics Ability Description,Augmente considérablement la vitesse d'attaque des singes aquatiques à proximité pendant un bref laps de temps.
Mega Mine Ability,Méga mine
Mega Mine Ability Description,Déploie une Méga mine dévastatrice touchant les Bloons MOAB et étourdissant les Bloons proches.
Confirm,Confirmer
PlayerStatsTimesPlaced,Nombre de placements
Trophies,Trophées
RewardsTop50,Top 50
OdysseyMapComplete,Île {0} terminée !
OdysseyComplete,Odyssée terminée !
HeroesQuincyCyberQuincyPlacementFireworksShortName,Cyber feu d'artifice
HeroesAdoraPlacementSunbeamShortName,Adora rayon de soleil
HeroesChurchillPlacementTankDropShortName,Churchill largage de tank
HeroesBenjamminDJSkinPlacementPartyLightsShortName,DJ Ben lumières de fête
HeroesStrikerJonesPlacementParadropShortName,Striker largage parachuté
HeroesQuincyPetDadOfQuincyShortName,Compagnon Père de Quincy
HeroesGwendolinPetFirefoxShortName,Compagnon Panda roux de Gwen
BloonsMOABSkinFootballShortName,MOAB foot américain
BloonsBFBSkinPizzaShortName,BFB pizza
BloonsZOMGSkinWatermelonShortName,ZOMG pastèque
BloonsMOABSkinMaulerShortName,MOAB mutilateur
BloonsMOABSkinPufferFishShortName,MOAB poisson-globe
BloonsAllBloonsDecalGooglyEyesShortName,Yeux exorbités
BloonsDDTSkinSharkShortName,DDT requin
BloonsAllBloonsPopsConfettiShortName,Effet explosion de confettis
BloonsBADSkinPinataShortName,BAD pinata
CoopEmoteAnimationDiscoBallShortName,Boule disco
CoopEmoteAnimationConfettiShortName,Canon à confettis
CoopEmoteTextAmazingShortName,Texte Sensass
CoopEmoteTextPerfectTimingShortName,Texte Timing parfait
CoopEmoteAnimationSirenShortName,Sirène
CoopEmoteAnimationLoveHeartsShortName,Cœurs
CoopEmoteIconNoCashDropsShortName,Pas de livraisons d'argent
CoopEmoteTextWhyShortName,Pourquoi ? Texte
CoopEmoteSoundAirhornShortName,Corne de brume
CoopEmoteTextAllIsFineShortName,Texte Tout va bien
CoopEmoteIconStopShortName,Stop
CoopEmoteIconDangerShortName,Danger
GameUIUpgradesDisplayNamedMonkeysShortName,Noms de singes
GameUIMusicTrackMusicTitleFiestaMixName,Jukebox : thème princ. - Mix fiesta
GameUIMusicTrackMusicTitleFiestaMixShortName,Princ. - Fiesta
GameUIMusicTrackMusicTitleFiestaMixDescription,Joue en faisant la fête avec ce remix du thème Party Time.\nActive la musique via le Jukebox dans les Paramètres
GameUIMusicTrackMusicSunshineGameboyMixName,Jukebox : Sérénade solaire - Mix Gameboy
GameUIMusicTrackMusicSunshineGameboyMixShortName,Sérénade - Gameboy
GameUIMusicTrackMusicSunshineGameboyMixDescription,Retrouve l'ambiance 8 bits avec ce remix old-school Sérénade solaire.\nActive la musique via le Jukebox dans les Paramètres
GameUIMusicTrackMusicTropicalComplextroMixName,Jukebox : Carnaval tropical - Mix Complextro
GameUIMusicTrackMusicTropicalComplextroMixShortName,Carnaval - Complextro
GameUIMusicTrackMusicTropicalComplextroMixDescription,"Les singes aiment tous un bon morceau complextro, comme ce remix Carnaval tropical.\nActive la musique via le Jukebox dans les Paramètres"
GameUIMusicTrackMusicTribesFunkedMixName,Jukebox : Tribus et tribulations - Mix funk
GameUIMusicTrackMusicTribesFunkedMixShortName,Tribus - Funk
GameUIMusicTrackMusicTribesFunkedMixDescription,"Les singes, ça aime le funk. Prépare ta chaîne en or et ton col pelle à tarte, et profite de ce remix groovy.\nActive la musique via le Jukebox dans les Paramètres"
GameUIProfileAvatar13Name,Avatar perso. - Os de biker
GameUIProfileAvatar13ShortName,Avatar Os de biker
GameUIProfileAvatar13Description,« Je suis la Vengeance simiesque ! »\nChoisis ton avatar via le portrait du menu
GameUIProfileAvatar14Name,Avatar perso. - Alchimiste tonif. transf.
GameUIProfileAvatar14ShortName,Avatar transform.
GameUIProfileAvatar14Description,Rien ne vaut un bon vieux tonifiant.\nChoisis ton avatar via le portrait du menu
GameUIProfileAvatar15Name,Avatar perso. - Druide E. de la forêt
GameUIProfileAvatar15ShortName,Avatar Druide forêt
GameUIProfileAvatar15Description,Fais preuve de sérénité et ne fais plus qu'un avec la nature.\nChoisis ton avatar via le portrait du menu
GameUIProfileAvatar16Name,Avatar perso. - Vas-y ! Pat
GameUIProfileAvatar16ShortName,Avatar Pat Fusty
GameUIProfileAvatar16Description,Un singe géant comme aucun autre.\nChoisis ton avatar via le portrait du menu
GameUIProfileAvatar17Name,Avatar perso. - Ezili profil luxe
GameUIProfileAvatar17ShortName,Avatar Ezili
GameUIProfileAvatar17Description,Ezili n'a jamais été aussi beau.\nChoisis ton avatar via le portrait du menu
GameUIProfileAvatar18Name,Avatar perso. - Churchill en action
GameUIProfileAvatar18ShortName,Avatar Churchill
GameUIProfileAvatar18Description,C'est sûrement ton devoir patriotique de rendre hommage aux singes héros en première ligne.\nChoisis ton avatar via le portrait du menu
MonkeyNameHeader,Modifier nom du singe
MonkeyNameInstruction,Choisis un nom personnalisé pour le premier singe de chaque type. Noms limités à 20 caractères et 2 lignes pour un affichage optimal. Utilise un espace pour séparer les lignes
OdysseyCompleteDescription,"Félicitations, courageux aventurier ! Tu as terminé ton Odyssée et gagné les récompenses suivantes !"
HeroBoosterDescription,Booster immédiatement ton héros jusqu'au niveau 10 ?
InappropriateNamedMonkeyName,Merci de choisir un Nom de singe plus adapté
PatchNotesLink,"Pour voir l'intégralité des notes de mise à jour, veuillez vous rendre à :"
TrophyPurchaseConfirmation,Acheter {0} pour {1} trophées ?
TrophyPurchaseInsufficient,Tu n'as pas assez de trophées pour acheter cet objet. Gagnes-en plus grâce aux courses et au mode Odyssée.
TrophyStoreBought,Acheté(e)
LotusIsland,Île du Lotus
OctoJonesStrikerJonesSkinName,Apparence Octojones
OctoJonesStrikerJonesSkinDescription,Je suis la Mer !
OdysseyRestartVoyage,Recommencer le voyage
CoopEmoteTextAmazingWord,Sensass !
CoopEmoteTextPerfectTimingWord,Timing parfait
CoopEmoteTextWhyWord,Pourquoi ?!
CoopEmoteTextAllIsFineWord,Tout va bien
PlayerStatsTimesUpgraded,Nombre d'améliorations
PlayerStatsTimesSacrificed,Nombre de sacrifices
TrophyStoreInfoHeader,Informations sur la boutique de trophées
TrophyStoreInfoBody,"La boutique de trophées contient de nombreuses améliorations visuelles géniales !\n• Gagnez des trophées en terminant des Odyssées, en terminant placé dans des courses et en triomphant de boss\n• Les objets les plus achetés peuvent être activés et désactivés dans l'onglet Inventaire\n• Les morceaux de musique achetés sont visibles dans le Jukebox\n• Les avatars et bannières achetés sont visibles dans votre Profil dans le menu principal\n• Les singes ayant un nom sont modifiables via l'onglet Améliorations dans le jeu"
RestartOdysseyBody,Es-tu vraiment sûr(e) de vouloir recommencer ton Odyssée ?
OdysseyBannerRewards,Gagne des récompenses et trophées !
UpdateNotes,Notes de mise à jour
OdysseyEventEnded,L'événement Odyssée est terminé !
NamedMonkeysAll,Tous
NamedMonkeysTitle,Singes nommés
PlayerStatsLifetimeTrophies,Trophées sur la durée de vie
OdysseyCompletedRewards,Terminé !
OdysseyCrewReset,Veux-tu vraiment réinitialiser ton équipage ?
Etienne,Etienne
Etienne Short Description,Opérateur de drones
Etienne Description,Ce héros haute technologie peut pourchasser les Bloons partout où ils se rendent grâce à son drone télécommandé.
Etienne Level 1 Description,Fait voler un petit drone mortel qui tire sur les Bloons.
Etienne Level 2 Description,Portée d'Etienne accrue.
Etienne Level 3 Description,Essaim de drones : Etienne lance 4 drones temporaires de plus pour semer le chaos parmi les Bloons.
Etienne Level 4 Description,Puissance d'éclatement des drones augmentée.
Etienne Level 5 Description,Vitesse d'attaque des drones augmentée et caméra infrarouge qui permet de tirer sur les Bloons camouflés.
Etienne Level 6 Description,Temps de recharge réduit pour l'aptitude Essaim de drones.
Etienne Level 7 Description,Etienne contrôle désormais 2 drones à la fois.
Etienne Level 8 Description,UAV : tous les singes reçoivent la détection de Bloons camouflés.
Etienne Level 9 Description,Les drones font éclater une couche supplémentaire de Bloon.
Etienne Level 10 Description,UCAV : le drone de surveillance à haute altitude devient un drone de combat dévastateur pendant un bref laps de temps.
